species,Freeze.tmin.lo
Shorea fallax,FreezingUnexposed
Shorea ferruginea,FreezingUnexposed
Shorea foxworthyi,FreezingUnexposed
Shorea gibbosa,FreezingUnexposed
Shorea gratissima,FreezingUnexposed
Shorea guiso,FreezingUnexposed
Shorea havilandii,FreezingUnexposed
Shorea hemsleyana,FreezingUnexposed
Shorea hopeifolia,FreezingUnexposed
Shorea inappendiculata,FreezingUnexposed
Shorea johorensis,FreezingUnexposed
Shorea laevis,FreezingUnexposed
Shorea lamellata,FreezingUnexposed
Shorea leprosula,FreezingUnexposed
Shorea longisperma,FreezingUnexposed
Shorea macrophylla,FreezingUnexposed
Shorea macroptera,FreezingUnexposed
Shorea maxwelliana,FreezingUnexposed
Shorea mecistopteryx,FreezingUnexposed
Shorea multiflora,FreezingUnexposed
Shorea negrosensis,FreezingUnexposed
Shorea obtusa,FreezingUnexposed
Shorea ochracea,FreezingUnexposed
Shorea ovalis,FreezingUnexposed
Shorea ovata,FreezingUnexposed
Shorea palembanica,FreezingUnexposed
Shorea palosapis,FreezingUnexposed
Shorea parvifolia,FreezingUnexposed
Shorea parvistipulata,FreezingUnexposed
Shorea pauciflora,FreezingUnexposed
Shorea pilosa,FreezingUnexposed
Shorea pinanga,FreezingUnexposed
Shorea platyclados,FreezingUnexposed
Shorea polysperma,FreezingUnexposed
Shorea quadrinervis,FreezingUnexposed
Shorea retusa,FreezingUnexposed
Shorea robusta,FreezingUnexposed
Shorea roxburghii,FreezingUnexposed
Shorea rugosa,FreezingUnexposed
Shorea scaberrima,FreezingUnexposed
Shorea scabrida,FreezingUnexposed
Shorea scrobiculata,FreezingUnexposed
Shorea seminis,FreezingUnexposed
Shorea siamensis,FreezingUnexposed
Shorea smithiana,FreezingUnexposed
Shorea stenoptera,FreezingUnexposed
Shorea sumatrana,FreezingUnexposed
Shorea superba,FreezingUnexposed
Shorea teysmanniana,FreezingUnexposed
Shorea uliginosa,FreezingUnexposed
Shorea venulosa,FreezingUnexposed
Shorea virescens,FreezingUnexposed
Sibbaldia tetrandra,FreezingExposed
Sibiraea angustata,FreezingExposed
Sicyos angulatus,FreezingExposed
Sida cordifolia,FreezingUnexposed
Sida corrugata,FreezingUnexposed
Sida cunninghamii,FreezingUnexposed
Sida intricata,FreezingUnexposed
Sida rhombifolia,FreezingExposed
Sideritis montana,FreezingExposed
Sideritis osteoxylla,FreezingUnexposed
Sideritis romana,FreezingExposed
Sideritis syriaca,FreezingExposed
Sideroxylon americanum,FreezingUnexposed
Sideroxylon beguei,FreezingUnexposed
Sideroxylon calophylloides,FreezingUnexposed
Sideroxylon capiri,FreezingUnexposed
Sideroxylon cartilagineum,FreezingUnexposed
Sideroxylon celastrinum,FreezingUnexposed
Sideroxylon cinereum,FreezingUnexposed
Sideroxylon contrerasii,FreezingUnexposed
Sideroxylon cubense,FreezingUnexposed
Sideroxylon durifolium,FreezingUnexposed
Sideroxylon eucoriaceum,FreezingUnexposed
Sideroxylon excavatum,FreezingUnexposed
Sideroxylon floribundum,FreezingUnexposed
Sideroxylon foetidissimum,FreezingUnexposed
Sideroxylon hirtiantherum,FreezingUnexposed
Sideroxylon ibarrae,FreezingUnexposed
Sideroxylon inerme,FreezingUnexposed
Sideroxylon lanuginosum,FreezingExposed
Sideroxylon leucophyllum,FreezingUnexposed
Sideroxylon mascatense,FreezingExposed
Sideroxylon mayumbense,FreezingUnexposed
Sideroxylon obovatum,FreezingUnexposed
Sideroxylon obtusifolium,FreezingUnexposed
Sideroxylon occidentale,FreezingUnexposed
Sideroxylon octosepalum,FreezingUnexposed
Sideroxylon palmeri,FreezingUnexposed
Sideroxylon peninsulare,FreezingUnexposed
Sideroxylon persimile,FreezingUnexposed
Sideroxylon portoricense,FreezingUnexposed
Sideroxylon reclinatum,FreezingUnexposed
Sideroxylon retinerve,FreezingUnexposed
Sideroxylon salicifolium,FreezingUnexposed
Sideroxylon socorrense,FreezingUnexposed
Sideroxylon stenospermum,FreezingUnexposed
Sideroxylon tepicense,FreezingUnexposed
Sideroxylon verruculosum,FreezingUnexposed
Siegfriedia darwinioides,FreezingUnexposed
Sieglingia decumbens,FreezingExposed
Sieversia pentapetala,FreezingExposed
Sigesbeckia orientalis,FreezingExposed
Silaum silaus,FreezingExposed
Silene acaulis,FreezingExposed
Silene aprica,FreezingExposed
Silene armeria,FreezingExposed
Silene conica,FreezingExposed
Silene conoidea,FreezingExposed
Silene cretica,FreezingExposed
Silene cucubalus,FreezingExposed
Silene dioica,FreezingExposed
Silene fortunei,FreezingExposed
Silene gallica,FreezingExposed
Silene graminifolia,FreezingExposed
Silene laciniata,FreezingExposed
Silene latifolia,FreezingExposed
Silene mollissima,FreezingExposed
Silene noctiflora,FreezingExposed
Silene nutans,FreezingExposed
Silene otites,FreezingExposed
Silene pendula,FreezingExposed
Silene pygmaea,FreezingExposed
Silene schafta,FreezingExposed
Silene succulenta,FreezingUnexposed
Silene thysanodes,FreezingExposed
Silene virginica,FreezingExposed
Silene vulgaris,FreezingExposed
Silphium integrifolium,FreezingExposed
Silphium laciniatum,FreezingExposed
Silphium perfoliatum,FreezingExposed
Silphium terebinthinaceum,FreezingExposed
Silphium trifoliatum,FreezingExposed
Silybum marianum,FreezingExposed
Simaba cedron,FreezingUnexposed
Simaba guianensis,FreezingUnexposed
Simaba morettii,FreezingUnexposed
Simaba multiflora,FreezingUnexposed
Simaba orinocensis,FreezingUnexposed
Simaba paraensis,FreezingUnexposed
Simaba polyphylla,FreezingUnexposed
Simarouba amara,FreezingUnexposed
Simarouba glauca,FreezingUnexposed
Simarouba tulae,FreezingUnexposed
Simarouba versicolor,FreezingUnexposed
Simicratea welwitschii,FreezingUnexposed
Simira cordifolia,FreezingUnexposed
Simira ecuadorensis,FreezingUnexposed
Simira maxonii,FreezingUnexposed
Simira rubescens,FreezingUnexposed
Simira salvadorensis,FreezingUnexposed
Simira tinctoria,FreezingUnexposed
Simira wurdackii,FreezingUnexposed
Simirestis tisserantii,FreezingUnexposed
Simmondsia californica,FreezingUnexposed
Simmondsia chinensis,FreezingExposed
Sinapis alba,FreezingExposed
Sinapis arvensis,FreezingExposed
Sinarundinaria nitida,FreezingUnexposed
Sindora beccariana,FreezingUnexposed
Sindora coriacea,FreezingUnexposed
Sindora echinocalyx,FreezingUnexposed
Sindora klaineana,FreezingUnexposed
Sindora leiocarpa,FreezingUnexposed
Sindora siamensis,FreezingUnexposed
Sindora supa,FreezingUnexposed
Sindora tonkinensis,FreezingUnexposed
Sindora velutina,FreezingUnexposed
Sindora wallichii,FreezingUnexposed
Sindoropsis letestui,FreezingUnexposed
Sinningia speciosa,FreezingExposed
Sinojackia rehderiana,FreezingExposed
Sinojackia xylocarpa,FreezingUnexposed
Sinowilsonia henryi,FreezingExposed
Siolmatra pentaphylla,FreezingUnexposed
Siparuna amazonica,FreezingUnexposed
Siparuna andina,FreezingUnexposed
Siparuna asperula,FreezingUnexposed
Siparuna bifida,FreezingUnexposed
Siparuna cervicornis,FreezingUnexposed
Siparuna crassiflora,FreezingUnexposed
Siparuna cristata,FreezingUnexposed
Siparuna cuspidata,FreezingUnexposed
Siparuna decipiens,FreezingUnexposed
Siparuna grandiflora,FreezingUnexposed
Siparuna guianensis,FreezingUnexposed
Siparuna krukovii,FreezingUnexposed
Siparuna macrotepala,FreezingUnexposed
Siparuna mollicoma,FreezingUnexposed
Siparuna nicaraguensis,FreezingUnexposed
Siparuna pauciflora,FreezingUnexposed
Siparuna poeppigii,FreezingUnexposed
Siparuna riparia,FreezingUnexposed
Siparuna tetraceroides,FreezingUnexposed
Siparuna thecaphora,FreezingUnexposed
Siparuna tonduziana,FreezingUnexposed
Siphoneugena densiflora,FreezingUnexposed
Siphoneugena reitzii,FreezingUnexposed
Siphonodon australis,FreezingUnexposed
Siphonodon celastrineus,FreezingUnexposed
Siphonodon membranaceus,FreezingUnexposed
Siphonodon pendulus,FreezingUnexposed
Siphonostegia chinensis,FreezingExposed
Siphonostegia laeta,FreezingExposed
Sisymbrium altissimum,FreezingExposed
Sisymbrium erysimoides,FreezingUnexposed
Sisymbrium irio,FreezingExposed
Sisymbrium loeselii,FreezingExposed
Sisymbrium officinale,FreezingExposed
Sisymbrium orientale,FreezingExposed
Sisymbrium runcinatum,FreezingExposed
Sisyndite spartea,FreezingUnexposed
Sisyrinchium albidum,FreezingExposed
Sisyrinchium angustifolium,FreezingExposed
Sisyrinchium arenarium,FreezingExposed
Sisyrinchium arenicola,FreezingExposed
Sisyrinchium atlanticum,FreezingExposed
Sisyrinchium avenaceum,FreezingUnexposed
Sisyrinchium azureum,FreezingExposed
Sisyrinchium bellum,FreezingExposed
Sisyrinchium bermudiana,FreezingExposed
Sisyrinchium biforme,FreezingUnexposed
Sisyrinchium bracteatum,FreezingUnexposed
Sisyrinchium caespitificum,FreezingExposed
Sisyrinchium californicum,FreezingExposed
Sisyrinchium campestre,FreezingExposed
Sisyrinchium capillare,FreezingExposed
Sisyrinchium cernuum,FreezingExposed
Sisyrinchium chilense,FreezingExposed
Sisyrinchium chiricanum,FreezingUnexposed
Sisyrinchium claritae,FreezingUnexposed
Sisyrinchium commutatum,FreezingUnexposed
Sisyrinchium convolutum,FreezingExposed
Sisyrinchium demissum,FreezingExposed
Sisyrinchium dimorphum,FreezingUnexposed
Sisyrinchium elmeri,FreezingExposed
Sisyrinchium ensigerum,FreezingExposed
Sisyrinchium exile,FreezingUnexposed
Sisyrinchium farwellii,FreezingExposed
Sisyrinchium fasciculatum,FreezingUnexposed
Sisyrinchium funereum,FreezingExposed
Sisyrinchium fuscatum,FreezingExposed
Sisyrinchium gracile,FreezingUnexposed
Sisyrinchium graminifolium,FreezingExposed
Sisyrinchium halophilum,FreezingExposed
Sisyrinchium hitchcockii,FreezingExposed
Sisyrinchium idahoense,FreezingExposed
Sisyrinchium iridifolium,FreezingExposed
Sisyrinchium itabiritense,FreezingUnexposed
Sisyrinchium jamesonii,FreezingExposed
Sisyrinchium langloisii,FreezingExposed
Sisyrinchium littorale,FreezingExposed
Sisyrinchium longipes,FreezingExposed
Sisyrinchium luridum,FreezingExposed
Sisyrinchium luzula,FreezingExposed
Sisyrinchium macrocarpum,FreezingExposed
Sisyrinchium macrophyllum,FreezingUnexposed
Sisyrinchium miamiense,FreezingUnexposed
Sisyrinchium micranthum,FreezingUnexposed
Sisyrinchium minus,FreezingUnexposed
Sisyrinchium montanum,FreezingExposed
Sisyrinchium mucronatum,FreezingExposed
Sisyrinchium nanum,FreezingExposed
Sisyrinchium pachyrhizum,FreezingExposed
Sisyrinchium palmeri,FreezingUnexposed
Sisyrinchium palustre,FreezingExposed
Sisyrinchium patagonicum,FreezingExposed
Sisyrinchium piliferum,FreezingUnexposed
Sisyrinchium platense,FreezingUnexposed
Sisyrinchium porphyreum,FreezingExposed
Sisyrinchium pringlei,FreezingExposed
Sisyrinchium pruinosum,FreezingExposed
Sisyrinchium pulchellum,FreezingExposed
Sisyrinchium quadrangulatum,FreezingExposed
Sisyrinchium radicatum,FreezingExposed
Sisyrinchium rigidifolium,FreezingExposed
Sisyrinchium rosulatum,FreezingExposed
Sisyrinchium sagittiferum,FreezingUnexposed
Sisyrinchium sarmentosum,FreezingExposed
Sisyrinchium scabrum,FreezingExposed
Sisyrinchium schaffneri,FreezingExposed
Sisyrinchium setaceum,FreezingUnexposed
Sisyrinchium striatum,FreezingExposed
Sisyrinchium subnudum,FreezingUnexposed
Sisyrinchium tenuifolium,FreezingExposed
Sisyrinchium tinctorium,FreezingExposed
Sisyrinchium translucens,FreezingUnexposed
Sisyrinchium trinerve,FreezingExposed
Sisyrinchium tucumanum,FreezingUnexposed
Sisyrinchium uliginosum,FreezingUnexposed
Sisyrinchium unispathaceum,FreezingExposed
Sisyrinchium varians,FreezingExposed
Sisyrinchium xerophyllum,FreezingUnexposed
Sium latifolium,FreezingExposed
Sium suave,FreezingExposed
Sixalix atropurpurea,FreezingExposed
Skimmia japonica,FreezingExposed
Skytanthus acutus,FreezingUnexposed
Sladenia celastrifolia,FreezingUnexposed
Sleumerodendron austro-caledonicum,FreezingUnexposed
Sloanea aberrans,FreezingUnexposed
Sloanea ampla,FreezingUnexposed
Sloanea australis,FreezingUnexposed
Sloanea berteroana,FreezingUnexposed
Sloanea brachytepala,FreezingUnexposed
Sloanea brevipes,FreezingUnexposed
Sloanea celebica,FreezingUnexposed
Sloanea dasycarpa,FreezingUnexposed
Sloanea echinocarpa,FreezingUnexposed
Sloanea eichleri,FreezingUnexposed
Sloanea forbesii,FreezingUnexposed
Sloanea formosana,FreezingUnexposed
Sloanea fragrans,FreezingUnexposed
Sloanea garckeana,FreezingUnexposed
Sloanea geniculata,FreezingUnexposed
Sloanea grandiflora,FreezingUnexposed
Sloanea guianensis,FreezingUnexposed
Sloanea haplopoda,FreezingUnexposed
Sloanea javanica,FreezingUnexposed
Sloanea koghiensis,FreezingUnexposed
Sloanea laevigata,FreezingUnexposed
Sloanea langii,FreezingUnexposed
Sloanea lasiocoma,FreezingUnexposed
Sloanea laurifolia,FreezingUnexposed
Sloanea lepida,FreezingUnexposed
Sloanea macbrydei,FreezingUnexposed
Sloanea macrophylla,FreezingUnexposed
Sloanea magnifolia,FreezingUnexposed
Sloanea medusula,FreezingUnexposed
Sloanea megacarpa,FreezingUnexposed
Sloanea monosperma,FreezingUnexposed
Sloanea montana,FreezingUnexposed
Sloanea nitida,FreezingUnexposed
Sloanea obtusifolia,FreezingUnexposed
Sloanea paradisearum,FreezingUnexposed
Sloanea petenensis,FreezingUnexposed
Sloanea picapica,FreezingUnexposed
Sloanea pubescens,FreezingUnexposed
Sloanea pulchra,FreezingUnexposed
Sloanea pullei,FreezingUnexposed
Sloanea pulleniana,FreezingUnexposed
Sloanea ramiflora,FreezingUnexposed
Sloanea raynaliana,FreezingUnexposed
Sloanea rhodantha,FreezingUnexposed
Sloanea robusta,FreezingUnexposed
Sloanea rufa,FreezingUnexposed
Sloanea schomburgkii,FreezingUnexposed
Sloanea sigun,FreezingUnexposed
Sloanea sinemariensis,FreezingUnexposed
Sloanea sinensis,FreezingUnexposed
Sloanea sogerensis,FreezingUnexposed
Sloanea spathulata,FreezingUnexposed
Sloanea suaveolens,FreezingUnexposed
Sloanea synandra,FreezingUnexposed
Sloanea terniflora,FreezingUnexposed
Sloanea tieghemi,FreezingUnexposed
Sloanea versteeghii,FreezingUnexposed
Sloanea woollsii,FreezingUnexposed
Sloanea zuliaensis,FreezingUnexposed
Smilacina racemosa,FreezingExposed
Smilacina trifolia,FreezingExposed
Smilax anceps,FreezingUnexposed
Smilax aristolochiifolia,FreezingUnexposed
Smilax aspera,FreezingExposed
Smilax bona-nox,FreezingExposed
Smilax chapaensis,FreezingExposed
Smilax china,FreezingExposed
Smilax cumanensis,FreezingUnexposed
Smilax davidiana,FreezingUnexposed
Smilax domingensis,FreezingUnexposed
Smilax ecirrhata,FreezingExposed
Smilax excelsa,FreezingExposed
Smilax ferox,FreezingExposed
Smilax glauca,FreezingExposed
Smilax glaucochina,FreezingUnexposed
Smilax herbacea,FreezingExposed
Smilax hispida,FreezingExposed
Smilax lanceolata,FreezingUnexposed
Smilax lasioneura,FreezingExposed
Smilax mairei,FreezingExposed
Smilax menispermoidea,FreezingExposed
Smilax mollis,FreezingUnexposed
Smilax nipponica,FreezingExposed
Smilax ocreata,FreezingUnexposed
Smilax purhampuy,FreezingUnexposed
Smilax riparia,FreezingExposed
Smilax rotundifolia,FreezingExposed
Smilax schomburgkiana,FreezingUnexposed
Smilax vaginata,FreezingExposed
Sobralia macrantha,FreezingUnexposed
Sobralia panamensis,FreezingUnexposed
Socratea durissima,FreezingUnexposed
Socratea exorrhiza,FreezingUnexposed
Socratea salazarii,FreezingUnexposed
Solanum acanthodapis,FreezingUnexposed
Solanum acanthodes,FreezingUnexposed
Solanum aculeatissimum,FreezingExposed
Solanum aethiopicum,FreezingUnexposed
Solanum altissimum,FreezingUnexposed
Solanum americanum,FreezingExposed
Solanum antillarum,FreezingUnexposed
Solanum aphyodendron,FreezingUnexposed
Solanum arboreum,FreezingUnexposed
Solanum argenteum,FreezingUnexposed
Solanum argentinum,FreezingUnexposed
Solanum asperum,FreezingUnexposed
Solanum aviculare,FreezingExposed
Solanum bahamense,FreezingUnexposed
Solanum barbeyanum,FreezingUnexposed
Solanum bauerianum,FreezingUnexposed
Solanum bonariense,FreezingUnexposed
Solanum campanulatum,FreezingUnexposed
Solanum chenopodinum,FreezingUnexposed
Solanum chenopodioides,FreezingExposed
Solanum cinereum,FreezingExposed
Solanum circinatum,FreezingUnexposed
Solanum cleistogamum,FreezingUnexposed
Solanum coactiliferum,FreezingUnexposed
Solanum crinitum,FreezingUnexposed
Solanum crispum,FreezingExposed
Solanum dasyphyllum,FreezingUnexposed
Solanum douglasii,FreezingExposed
Solanum elaeagnifolium,FreezingExposed
Solanum ellipticum,FreezingUnexposed
Solanum erianthum,FreezingUnexposed
Solanum esuriale,FreezingUnexposed
Solanum ferocissimum,FreezingUnexposed
Solanum grandiflorum,FreezingUnexposed
Solanum granuloso-leprosum,FreezingUnexposed
Solanum havanense,FreezingUnexposed
Solanum hayesii,FreezingUnexposed
Solanum inaequale,FreezingUnexposed
Solanum inaequilaterum,FreezingUnexposed
Solanum jamaicense,FreezingUnexposed
Solanum laciniatum,FreezingExposed
Solanum lacunarium,FreezingUnexposed
Solanum lanceifolium,FreezingUnexposed
Solanum lepidotum,FreezingUnexposed
Solanum lycopersicum,FreezingExposed
Solanum macrocarpon,FreezingUnexposed
Solanum marginatum,FreezingExposed
Solanum mauritianum,FreezingUnexposed
Solanum muricatum,FreezingExposed
Solanum nitidum,FreezingExposed
Solanum ochraceo-ferrugineum,FreezingUnexposed
Solanum oppositifolium,FreezingUnexposed
Solanum petrophilum,FreezingUnexposed
Solanum physalifolium,FreezingExposed
Solanum prinophyllum,FreezingUnexposed
Solanum pseudocapsicum,FreezingExposed
Solanum pseudoquina,FreezingUnexposed
Solanum ptychanthum,FreezingExposed
Solanum pungetium,FreezingUnexposed
Solanum pyracanthos,FreezingUnexposed
Solanum refractum,FreezingUnexposed
Solanum renschii,FreezingUnexposed
Solanum robustifrons,FreezingUnexposed
Solanum rostratum,FreezingExposed
Solanum rugosum,FreezingUnexposed
Solanum salviifolium,FreezingUnexposed
Solanum sarrachoides,FreezingExposed
Solanum schlechtendalianum,FreezingUnexposed
Solanum seaforthianum,FreezingUnexposed
Solanum sessile,FreezingUnexposed
Solanum sisymbriifolium,FreezingExposed
Solanum stelligerum,FreezingUnexposed
Solanum stenophyllidium,FreezingExposed
Solanum steyermarkii,FreezingUnexposed
Solanum stramoniifolium,FreezingUnexposed
Solanum subinerme,FreezingUnexposed
Solanum symmetricum,FreezingExposed
Solanum terminale,FreezingUnexposed
Solanum torvum,FreezingUnexposed
Solanum tridynamum,FreezingUnexposed
Solanum triflorum,FreezingExposed
Solanum tuberosum,FreezingExposed
Solanum umbellatum,FreezingUnexposed
Solanum umbelliferum,FreezingExposed
Solanum valdiviense,FreezingExposed
Solanum villosum,FreezingExposed
Solanum vitiense,FreezingUnexposed
Solanum wallacei,FreezingUnexposed
Solaria atropurpurea,FreezingExposed
Soldanella alpina,FreezingExposed
Soldanella minima,FreezingExposed
Soldanella montana,FreezingExposed
Soldanella pusilla,FreezingExposed
Solenangis wakefieldii,FreezingUnexposed
Solenogyne gunnii,FreezingExposed
Solenomelus pedunculatus,FreezingExposed
Solidago altissima,FreezingExposed
Solidago canadensis,FreezingExposed
Solidago flexicaulis,FreezingExposed
Solidago gigantea,FreezingExposed
Solidago macrophylla,FreezingExposed
Solidago missouriensis,FreezingExposed
Solidago nemoralis,FreezingExposed
Solidago ptarmicoides,FreezingExposed
Solidago rigida,FreezingExposed
Solidago rugosa,FreezingExposed
Solidago speciosa,FreezingExposed
Solidago ulmifolia,FreezingExposed
Solidago virgaurea,FreezingExposed
Soliva sessilis,FreezingExposed
Sollya heterophylla,FreezingExposed
Sommera arborescens,FreezingUnexposed
Sonchus arvensis,FreezingExposed
Sonchus asper,FreezingExposed
Sonchus brachyotus,FreezingExposed
Sonchus crassifolius,FreezingExposed
Sonchus hydrophilus,FreezingExposed
Sonchus luxurians,FreezingUnexposed
Sonchus maritimus,FreezingExposed
Sonchus megalocarpus,FreezingUnexposed
Sonchus oleraceus,FreezingExposed
Sonchus palustris,FreezingExposed
Sonchus schweinfurthii,FreezingUnexposed
Sonchus tenerrimus,FreezingExposed
Sondottia glabrata,FreezingUnexposed
Sonneratia alba,FreezingUnexposed
Sonneratia apetala,FreezingUnexposed
Sonneratia caseolaris,FreezingUnexposed
Sonneratia ovata,FreezingUnexposed
Sophora alopecuroides,FreezingExposed
Sophora chrysophylla,FreezingUnexposed
Sophora davidii,FreezingExposed
Sophora flavescens,FreezingExposed
Sophora japonica,FreezingExposed
Sophora macrocarpa,FreezingExposed
Sophora microphylla,FreezingExposed
Sophora moorcroftiana,FreezingExposed
Sophora prostrata,FreezingExposed
Sophora secundiflora,FreezingExposed
Sophora tetraptera,FreezingExposed
Sophora tomentosa,FreezingUnexposed
Sophora viciifolia,FreezingUnexposed
Sophronitis coccinea,FreezingUnexposed
Sorbaria arborea,FreezingExposed
Sorbaria sorbifolia,FreezingExposed
Sorbaria tomentosa,FreezingExposed
Sorbus alnifolia,FreezingExposed
Sorbus americana,FreezingExposed
Sorbus aria,FreezingExposed
Sorbus aucuparia,FreezingExposed
Sorbus caloneura,FreezingExposed
Sorbus chamaemespilus,FreezingExposed
Sorbus commixta,FreezingExposed
Sorbus coronata,FreezingExposed
Sorbus cuspidata,FreezingExposed
Sorbus decora,FreezingExposed
Sorbus discolor,FreezingExposed
Sorbus domestica,FreezingExposed
Sorbus dumosa,FreezingExposed
Sorbus folgneri,FreezingUnexposed
Sorbus foliolosa,FreezingExposed
Sorbus forrestii,FreezingExposed
Sorbus hemsleyi,FreezingExposed
Sorbus hupehensis,FreezingExposed
Sorbus intermedia,FreezingExposed
Sorbus japonica,FreezingExposed
Sorbus koehneana,FreezingExposed
Sorbus kurzii,FreezingExposed
Sorbus microphylla,FreezingExposed
Sorbus oligodonta,FreezingExposed
Sorbus pohuashanensis,FreezingExposed
Sorbus prattii,FreezingExposed
Sorbus pteridophylla,FreezingExposed
Sorbus reducta,FreezingExposed
Sorbus rhamnoides,FreezingExposed
Sorbus sargentiana,FreezingExposed
Sorbus scopulina,FreezingExposed
Sorbus sitchensis,FreezingExposed
Sorbus tianschanica,FreezingExposed
Sorbus torminalis,FreezingExposed
Sorbus ursina,FreezingExposed
Sorbus vilmorinii,FreezingExposed
Sorbus wallichii,FreezingExposed
Sorbus wilsoniana,FreezingUnexposed
Sorghastrum elliottii,FreezingExposed
Sorghastrum nutans,FreezingExposed
Sorghastrum pellitum,FreezingExposed
Sorghum arundinaceum,FreezingUnexposed
Sorghum bicolor,FreezingExposed
Sorghum halepense,FreezingExposed
Sorghum intrans,FreezingUnexposed
Sorghum leiocladum,FreezingExposed
Sorghum nitidum,FreezingUnexposed
Sorghum plumosum,FreezingUnexposed
Sorghum propinquum,FreezingUnexposed
Sorghum purpureo-sericeum,FreezingUnexposed
Sorghum purpureosericeum,FreezingUnexposed
Sorghum stipoideum,FreezingUnexposed
Sorghum sudanense,FreezingExposed
Sorghum timorense,FreezingUnexposed
Sorghum versicolor,FreezingUnexposed
Sorghum vulgare,FreezingExposed
Sorindeia africana,FreezingUnexposed
Sorindeia claessensii,FreezingUnexposed
Sorindeia gilletii,FreezingUnexposed
Sorindeia madagascariensis,FreezingUnexposed
Sorindeia mayumbensis,FreezingUnexposed
Sorindeia sparanoi,FreezingUnexposed
Sorindeia warneckei,FreezingUnexposed
Sorindeia zenkeri,FreezingUnexposed
Sorocea affinis,FreezingUnexposed
Sorocea bonplandii,FreezingUnexposed
Sorocea briquetii,FreezingUnexposed
Sorocea guilleminiana,FreezingUnexposed
Sorocea muriculata,FreezingUnexposed
Sorocea pileata,FreezingUnexposed
Sorocea pubivena,FreezingUnexposed
Sorocea steinbachii,FreezingUnexposed
Sorocephalus lanatus,FreezingUnexposed
Souroubea crassipetala,FreezingUnexposed
Souroubea guianensis,FreezingUnexposed
Souroubea intermedia,FreezingUnexposed
Souroubea loczyi,FreezingUnexposed
Souroubea sympetala,FreezingUnexposed
Sowerbaea alliacea,FreezingUnexposed
Sowerbaea juncea,FreezingUnexposed
Sowerbaea laxiflora,FreezingUnexposed
Soyauxia grandifolia,FreezingUnexposed
Spachea elegans,FreezingUnexposed
Spachea membranacea,FreezingUnexposed
Spananthe paniculata,FreezingUnexposed
Sparattanthelium amazonum,FreezingUnexposed
Sparattanthelium guianense,FreezingUnexposed
Sparattanthelium tarapotanum,FreezingUnexposed
Sparattanthelium tupiniquinorum,FreezingUnexposed
Sparattosperma leucanthum,FreezingUnexposed
Sparaxis bulbifera,FreezingUnexposed
Sparaxis elegans,FreezingUnexposed
Sparaxis grandiflora,FreezingUnexposed
Sparaxis metelerkampiae,FreezingUnexposed
Sparaxis parviflora,FreezingUnexposed
Sparaxis pillansii,FreezingUnexposed
Sparaxis tricolor,FreezingExposed
Sparaxis variegata,FreezingUnexposed
Sparaxis villosa,FreezingUnexposed
Sparganium americanum,FreezingExposed
Sparganium androcladum,FreezingExposed
Sparganium angustifolium,FreezingExposed
Sparganium chlorocarpum,FreezingExposed
Sparganium emersum,FreezingExposed
Sparganium erectum,FreezingExposed
Sparganium eurycarpum,FreezingExposed
Sparganium fluctuans,FreezingExposed
Sparganium friesii,FreezingExposed
Sparganium glomeratum,FreezingExposed
Sparganium hyperboreum,FreezingExposed
Sparganium ramosum,FreezingExposed
Sparganium simplex,FreezingExposed
Sparganium stenophyllum,FreezingExposed
Sparganium stoloniferum,FreezingExposed
Sparganium subglobosum,FreezingExposed
Sparmannia africana,FreezingExposed
Sparmannia ricinocarpa,FreezingUnexposed
Spartina anglica,FreezingExposed
Spartina michauxiana,FreezingExposed
Spartina patens,FreezingExposed
Spartina pectinata,FreezingExposed
Spartina townsendii,FreezingExposed
Spartium junceum,FreezingExposed
Spartochloa scirpoidea,FreezingUnexposed
Spartothamnella puberula,FreezingUnexposed
Spathiostemon javensis,FreezingUnexposed
Spathiphyllum friedrichsthalii,FreezingUnexposed
Spathodea campanulata,FreezingUnexposed
Spathoglottis plicata,FreezingUnexposed
Spatholobus ferrugineus,FreezingUnexposed
Spatholobus littoralis,FreezingUnexposed
Spatholobus maingayi,FreezingUnexposed
Spergula arvensis,FreezingExposed
Spergularia media,FreezingExposed
Spergularia rubra,FreezingExposed
Spermacoce argillacea,FreezingUnexposed
Spermacoce assurgens,FreezingUnexposed
Spermacoce auriculata,FreezingUnexposed
Spermacoce brachystema,FreezingUnexposed
Spermacoce congensis,FreezingUnexposed
Spermacoce dolichosperma,FreezingUnexposed
Spermacoce erectiloba,FreezingUnexposed
Spermacoce filifolia,FreezingUnexposed
Spermacoce laevigata,FreezingUnexposed
Spermacoce laevis,FreezingUnexposed
Spermacoce mauritiana,FreezingUnexposed
Spermacoce natalensis,FreezingUnexposed
Spermacoce pogostoma,FreezingUnexposed
Spermacoce pusilla,FreezingUnexposed
Spermacoce radiata,FreezingUnexposed
Spermacoce reticulata,FreezingUnexposed
Spermacoce rupicola,FreezingUnexposed
Spermacoce senensis,FreezingUnexposed
Spermacoce stachydea,FreezingUnexposed
Spermacoce tenuior,FreezingUnexposed
Spermolepis divaricata,FreezingExposed
Sphaeralcea ambigua,FreezingExposed
Sphaeralcea coccinea,FreezingExposed
Sphaerocaryum malaccense,FreezingUnexposed
Sphaeropteris cooperi,FreezingUnexposed
Sphagnum balticum,FreezingExposed
Sphalmium racemosum,FreezingUnexposed
Sphedamnocarpus angolensis,FreezingUnexposed
